Date(DD-MM-YYYY),Serial Number of system during year,Basin of origin,Name,Time (UTC),Latitude (lat.),Longitude (lon.),"CI No [or ""T. No""]","Estimated Central Pressure (hPa) [or ""E.C.P""]",Maximum Sustained Surface Wind (kt) ,"Pressure Drop (hPa)[or ""delta P""]",Grade (text),Outermost closed isobar (hPa),Diameter/Size of outermost closed isobar,Unnamed: 14,Unnamed: 15,Unnamed: 16,Diameter-Size of outermost closed isobar,"Pressure Drop(hPa)[or""delta P""]",Diameter/Size of outermost closed isobar(in degree)
2007-06-03,200703,ARB,GONU,1500.0,17.5,66.5,3.5,988,55,,SCS,,,,,,,16,
2007-06-03,200703,ARB,GONU,1800.0,18,66.0,4,980,65,,VSCS,,,,,,,22,
2007-06-03,200703,ARB,GONU,2100.0,18,66.0,4,980,65,,VSCS,,,,,,,22,
2007-06-04,200703,ARB,GONU,0.0,18.5,65.0,4.5,974,77,,VSCS,,,,,,,30,
2007-06-04,200703,ARB,GONU,300.0,18.5,65.0,5,960,90,,ESCS,,,,,,,40,
2007-06-04,200703,ARB,GONU,600.0,19,64.5,5.5,952,102,,ESCS,,,,,,,52,
2007-06-04,200703,ARB,GONU,900.0,19.5,64.52,6,934,115,,ESCS,,,,,,,66,
2007-06-04,200703,ARB,GONU,1200.0,20,64.0,6,934,115,,ESCS,,,,,,,66,
2007-06-04,200703,ARB,GONU,1500.0,20,64.0,6.5,920,127,,SUCS,,,,,,,80,
2007-06-04,200703,ARB,GONU,1800.0,20.5,63.5,6.5,920,127,,SUCS,,,,,,,80,
2007-06-04,200703,ARB,GONU,2100.0,20.5,63.5,6,935,115,,ESCS,,,,,,,66,
2007-06-05,200703,ARB,GONU,0.0,20.5,63.0,6,936,115,,ESCS,,,,,,,66,
2007-06-05,200703,ARB,GONU,300.0,21,62.0,6,936,115,,ESCS,,,,,,,66,
2007-06-05,200703,ARB,GONU,600.0,21.5,61.5,5.5,950,102,,ESCS,,,,,,,52,
2007-06-05,200703,ARB,GONU,900.0,21.5,61.0,5.5,950,102,,ESCS,,,,,,,52,
2007-06-05,200703,ARB,GONU,1200.0,21.5,61.0,5,960,90,,ESCS,,,,,,,40,
2007-06-05,200703,ARB,GONU,1500.0,22,61.0,4.5,970,77,,VSCS,,,,,,,30,
2007-06-05,200703,ARB,GONU,1800.0,22,60.5,4.5,970,77,,VSCS,,,,,,,30,
2007-06-05,200703,ARB,GONU,2100.0,22.5,60.5,4.5,970,77,,VSCS,,,,,,,30,
2007-06-06,200703,ARB,GONU,0.0,22.5,59.5,4.5,970,77,,VSCS,,,,,,,30,
2007-06-06,200703,ARB,GONU,300.0,23,59.0,4.5,970,77,,VSCS,,,,,,,30,
2007-06-06,200703,ARB,GONU,600.0,23.5,59.5,4.5,970,77,,VSCS,,,,,,,30,
2007-06-06,200703,ARB,GONU,900.0,23.5,59.5,4.5,970,77,,VSCS,,,,,,,30,
2007-06-06,200703,ARB,GONU,1200.0,24,59.0,4.5,970,77,,VSCS,,,,,,,30,
2007-06-06,200703,ARB,GONU,1500.0,24,59.0,4.5,970,77,,VSCS,,,,,,,30,
2007-06-06,200703,ARB,GONU,1800.0,24.5,59.0,4,978,65,,VSCS,,,,,,,22,
2007-06-06,200703,ARB,GONU,2100.0,25,59.0,3.5,984,55,,SCS,,,,,,,16,
2007-06-07,200703,ARB,GONU,0.0,25,59.0,3,988,45,,CS,,,,,,,10,
2007-06-07,200703,ARB,GONU,300.0,25.5,58.5,3,988,45,,CS,,,,,,,10,
2007-06-25,200705,ARB,YEMYIN,300.0,23.5,67.5,1.5,992,25,,D,,,,,,,4,
2007-06-25,200705,ARB,YEMYIN,600.0,23.5,67.5,1.5,992,25,,D,,,,,,,4,
2007-06-25,200705,ARB,YEMYIN,900.0,23.5,67.0,1.5,990,25,,D,,,,,,,4,
2007-06-25,200705,ARB,YEMYIN,1200.0,23.5,66.5,2,988,30,,DD,,,,,,,5,
2007-06-25,200705,ARB,YEMYIN,1500.0,23.5,66.5,2,988,30,,DD,,,,,,,5,
2007-06-25,200705,ARB,YEMYIN,1800.0,23.5,66.0,2,988,30,,DD,,,,,,,5,
2007-06-25,200705,ARB,YEMYIN,2100.0,23.5,66.0,2.5,986,35,,CS,,,,,,,6,
2007-06-26,200705,ARB,YEMYIN,0.0,24,65.0,2.5,988,35,,CS,,,,,,,6,
2007-10-27,200711,ARB,,1800.0,10.5,66.5,1.5,1006,25,,D,,,,,,,4,
2007-10-27,200711,ARB,,2100.0,10.5,66.5,1.5,1006,25,,D,,,,,,,4,
2007-10-28,200711,ARB,,0.0,10.5,66.5,1.5,1006,25,,D,,,,,,,4,
2007-10-28,200711,ARB,,300.0,10.5,66.5,2,1004,30,,DD,,,,,,,5,
2007-10-28,200711,ARB,,900.0,11.5,66.0,2,1004,30,,DD,,,,,,,5,
2007-10-28,200711,ARB,,1200.0,11.5,66.0,2,1004,30,,DD,,,,,,,5,
2007-10-28,200711,ARB,,1500.0,11.5,66.0,2,1004,30,,DD,,,,,,,5,
2007-10-28,200711,ARB,,1800.0,11.5,66.0,2,1004,30,,DD,,,,,,,5,
2007-10-28,200711,ARB,,2100.0,11.5,66.0,2,1004,30,,DD,,,,,,,5,
2007-10-29,200711,ARB,,0.0,11.5,65.5,2,1004,30,,DD,,,,,,,5,
2007-10-29,200711,ARB,,300.0,11.5,65.5,2,1002,30,,DD,,,,,,,5,
2007-10-29,200711,ARB,,600.0,11.5,65.5,2,1002,30,,DD,,,,,,,5,
2007-10-29,200711,ARB,,900.0,11.5,65.5,2,1002,30,,DD,,,,,,,5,
2007-10-29,200711,ARB,,1200.0,11.5,65.5,2,1002,30,,DD,,,,,,,5,
2007-10-29,200711,ARB,,1500.0,11.5,65.5,2,1002,30,,DD,,,,,,,5,
2007-10-29,200711,ARB,,1800.0,11.5,65.5,2,1002,30,,DD,,,,,,,5,
2007-10-29,200711,ARB,,2100.0,11.5,65.5,2,1002,30,,DD,,,,,,,5,
2007-10-30,200711,ARB,,0.0,11.5,65.5,2,1002,30,,DD,,,,,,,5,
2007-10-30,200711,ARB,,300.0,11.5,65.5,2,1002,30,,DD,,,,,,,5,
2007-10-30,200711,ARB,,600.0,11.5,65.5,2,1002,30,,DD,,,,,,,5,
2007-10-30,200711,ARB,,900.0,11.5,65.5,2,1002,30,,DD,,,,,,,5,
2007-10-30,200711,ARB,,1200.0,11.5,65.0,2,1002,30,,DD,,,,,,,5,
2007-10-30,200711,ARB,,1500.0,11.5,64.5,2,1002,30,,DD,,,,,,,5,
2007-10-30,200711,ARB,,1800.0,11.5,64.5,2,1002,30,,DD,,,,,,,5,
2007-10-30,200711,ARB,,2100.0,11.5,64.5,2,1002,30,,DD,,,,,,,5,
2007-10-31,200711,ARB,,0.0,11.5,64.5,2,1000,30,,DD,,,,,,,5,
2007-10-31,200711,ARB,,300.0,11.5,64.0,2,1000,30,,DD,,,,,,,5,
2007-10-31,200711,ARB,,600.0,11.5,64.0,2,1000,30,,DD,,,,,,,5,
2007-10-31,200711,ARB,,900.0,11.5,63.5,2,1002,30,,DD,,,,,,,5,
2007-10-31,200711,ARB,,1200.0,12,63.0,2,1002,30,,DD,,,,,,,5,
2007-10-31,200711,ARB,,1500.0,12,63.0,2,1002,30,,DD,,,,,,,5,
2007-10-31,200711,ARB,,1800.0,12.5,62.5,2,1002,30,,DD,,,,,,,5,
2007-10-31,200711,ARB,,2100.0,12,62.0,2,1002,30,,DD,,,,,,,5,
2007-01-11,200711,ARB,,0.0,13.5,61.5,2,1002,30,,DD,,,,,,,5,
2007-01-11,200711,ARB,,300.0,14,60.5,2,1002,30,,DD,,,,,,,5,
2007-01-11,200711,ARB,,600.0,14,60.0,2,1002,30,,DD,,,,,,,5,
2007-01-11,200711,ARB,,900.0,14,59.5,2,1002,30,,DD,,,,,,,5,
2007-01-11,200711,ARB,,1200.0,14.5,58.5,2,1002,30,,DD,,,,,,,5,
2007-01-11,200711,ARB,,1500.0,14.5,58.0,2,1002,30,,DD,,,,,,,5,
2007-01-11,200711,ARB,,1800.0,14.5,57.5,2,1002,30,,DD,,,,,,,5,
2007-01-11,200711,ARB,,2100.0,14.5,57.0,2,1002,30,,DD,,,,,,,5,
2007-02-11,200711,ARB,,0.0,14.5,57.0,2,1002,30,,DD,,,,,,,5,
2007-02-11,200711,ARB,,300.0,14.5,56.5,1.5,1004,25,,D,,,,,,,4,
2007-02-11,200711,ARB,,600.0,14.5,56.5,1.5,1004,25,,D,,,,,,,4,
2007-02-11,200711,ARB,,900.0,15,56.0,1.5,1004,25,,D,,,,,,,4,
2008-05-06,200802,ARB,,0.0,15.5,66,1.5,1000.0,25.0,,D,,,,,,,4.0,
2008-05-06,200802,ARB,,300.0,16,66,1.5,1000.0,25.0,,D,,,,,,,4.0,
2008-05-06,200802,ARB,,600.0,16.5,65.5,1.5,1000.0,25.0,,D,,,,,,,4.0,
2008-05-06,200802,ARB,,900.0,17,65,1.5,1000.0,25.0,,D,,,,,,,4.0,
2008-05-06,200802,ARB,,1200.0,18,64.5,1.5,996.0,25.0,,D,,,,,,,4.0,
2008-05-06,200802,ARB,,1500.0,18.5,64.5,1.5,996.0,25.0,,D,,,,,,,4.0,
2008-05-06,200802,ARB,,1800.0,19,64,1.5,996.0,25.0,,D,,,,,,,4.0,
2008-05-06,200802,ARB,,2100.0,19.5,63.5,1.5,996.0,25.0,,D,,,,,,,4.0,
2008-06-06,200802,ARB,,0.0,19.5,63,1.5,996.0,25.0,,D,,,,,,,4.0,
2008-06-06,200802,ARB,,300.0,19.5,62,1.5,995.0,25.0,,D,,,,,,,4.0,
2008-06-06,200802,ARB,,600.0,20,62,1.5,995.0,25.0,,D,,,,,,,4.0,
2008-06-06,200802,ARB,,900.0,20,61.5,1.5,995.0,25.0,,D,,,,,,,4.0,
2008-06-06,200802,ARB,,1200.0,20,61.5,1.5,994.0,25.0,,D,,,,,,,4.0,
2008-06-06,200802,ARB,,1500.0,20,61.5,1.5,996.0,25.0,,D,,,,,,,4.0,
2008-06-06,200802,ARB,,1800.0,20,61,1.5,996.0,25.0,,D,,,,,,,4.0,
2008-06-06,200802,ARB,,2100.0,20,61,2.0,996.0,25.0,,D,,,,,,,4.0,
2008-10-19,200806,ARB,,900.0,9,60,1.5,1004.0,25.0,,D,,,,,,,4.0,
2008-10-19,200806,ARB,,1200.0,9,59.5,1.5,1004.0,25.0,,D,,,,,,,4.0,
2008-10-20,200806,ARB,,300.0,10,57.5,1.5,1004.0,25.0,,D,,,,,,,4.0,
2008-10-20,200806,ARB,,1200.0,10,56.5,1.5,1002.0,25.0,,D,,,,,,,4.0,
2008-10-21,200806,ARB,,300.0,10.5,54.5,2.0,1000.0,30.0,,DD,,,,,,,5.0,
2008-10-21,200806,ARB,,1200.0,11,54,2.0,1000.0,30.0,,DD,,,,,,,5.0,
2008-10-22,200806,ARB,,300.0,13,53,1.5,1002.0,25.0,,D,,,,,,,4.0,
2008-10-22,200806,ARB,,1200.0,13.5,52.5,1.5,1002.0,25.0,,D,,,,,,,4.0,
2009-06-23,200903,ARB,,0.0,18.0,71.5,1.5,998,25,4.0,D,,,,,,,,
2009-06-23,200903,ARB,,300.0,19.0,71.5,1.5,1000,25,4.0,D,,,,,,,,
2009-06-23,200903,ARB,,600.0,19.0,71.5,1.5,1000,25,4.0,D,,,,,,,,
2009-06-23,200903,ARB,,900.0,20.0,71.5,1.5,1000,25,4.0,D,,,,,,,,
2009-06-23,200903,ARB,,1200.0,20.5,71.0,1.5,998,25,4.0,D,,,,,,,,
2009-06-23,200903,ARB,,1500.0,21.0,71.0,-,998,25,4.0,D,,,,,,,,
2009-06-24,200903,ARB,,0.0,21.5,70.5,-,998,25,4.0,D,,,,,,,,
2009-06-25,200904,ARB,,900.0,22.5,68.5,1.5,996,25,4.0,D,,,,,,,,
2009-06-25,200904,ARB,,1200.0,22.5,68.5,1.5,996,25,4.0,D,,,,,,,,
2009-06-25,200904,ARB,,1800.0,23.0,68.5,1.5,996,25,4.0,D,,,,,,,,
2009-09-11,200907,ARB,PHYAN,900.0,11.0,72.0,1.5,1000,25,4.0,D,,,,,,,,
2009-09-11,200907,ARB,PHYAN,1200.0,11.5,71.5,1.5,1000,25,4.0,D,,,,,,,,
2009-09-11,200907,ARB,PHYAN,1800.0,12.0,71.0,1.5,1000,25,4.0,D,,,,,,,,
2009-10-11,200907,ARB,PHYAN,0.0,12.5,70.5,1.5,998,25,4.0,D,,,,,,,,
2009-10-11,200907,ARB,PHYAN,300.0,13.0,70.5,2,998,30,5.0,DD,,,,,,,,
2009-10-11,200907,ARB,PHYAN,600.0,13.5,70.5,2,998,30,5.0,DD,,,,,,,,
2009-10-11,200907,ARB,PHYAN,1200.0,14.5,71.0,2,996,30,5.0,DD,,,,,,,,
2009-10-11,200907,ARB,PHYAN,1800.0,15.0,71.0,2.5,996,35,6.0,CS,,,,,,,,
2009-10-11,200907,ARB,PHYAN,2100.0,15.5,71.5,2.5,994,35,6.0,CS,,,,,,,,
2009-11-11,200907,ARB,PHYAN,0.0,16.0,71.5,2.5,992,40,8.0,CS,,,,,,,,
2009-11-11,200907,ARB,PHYAN,300.0,17.0,72.0,3,990,45,10.0,CS,,,,,,,,
2009-11-11,200907,ARB,PHYAN,600.0,17.5,72.5,3,988,45,12.0,CS,,,,,,,,
2009-11-11,200907,ARB,PHYAN,900.0,18.5,72.5,2.5,992,40,8.0,CS,,,,,,,,
2009-11-11,200907,ARB,PHYAN,1200.0,19.5,73.5,-,996,30,5.0,DD,,,,,,,,
2009-11-11,200907,ARB,PHYAN,1500.0,20.0,74.0,-,998,30,5.0,DD,,,,,,,,
2009-11-11,200907,ARB,PHYAN,1800.0,20.0,74.0,-,1000,20,4.0,D,,,,,,,,
2010-05-19,201002,ARB,BANDU,0900,10.5,54.0,1.5,1002.0,25,3.0,D,,,,,,,,
2010-05-19,201002,ARB,BANDU,1200,11.0,54.0,1.5,1002.0,25,3.0,D,,,,,,,,
2010-05-19,201002,ARB,BANDU,1500,11.5,53.5,1.5,1002.0,25,4.0,D,,,,,,,,
2010-05-19,201002,ARB,BANDU,1800,11.5,53.5,2.0,1000.0,30,5.0,DD,,,,,,,,
2010-05-19,201002,ARB,BANDU,2100,11.5,53.0,2.0,1000.0,30,5.0,DD,,,,,,,,
2010-05-20,201002,ARB,BANDU,0000,11.5,53.0,2.0,1000.0,30,5.0,DD,,,,,,,,
2010-05-20,201002,ARB,BANDU,0300,11.5,53.0,2.0,999.0,30,5.0,DD,,,,,,,,
2010-05-20,201002,ARB,BANDU,0600,11.5,53.0,2.0,999.0,30,5.0,DD,,,,,,,,
2010-05-20,201002,ARB,BANDU,0900,12.0,53.0,2.0,999.0,30,5.0,DD,,,,,,,,
2010-05-20,201002,ARB,BANDU,1200,12.5,52.5,2.0,999.0,30,5.0,DD,,,,,,,,
2010-05-20,201002,ARB,BANDU,1800,12.5,51.5,2.0,999.0,30,5.0,DD,,,,,,,,
2010-05-21,201002,ARB,BANDU,0000,12.5,51.5,2.0,998.0,30,5.0,DD,,,,,,,,
2010-05-21,201002,ARB,BANDU,0300,12.5,51.5,2.0,998.0,30,5.0,DD,,,,,,,,
2010-05-21,201002,ARB,BANDU,0600,12.5,51.5,2.0,998.0,30,5.0,DD,,,,,,,,
2010-05-21,201002,ARB,BANDU,0900,12.5,51.5,2.0,996.0,30,6.0,DD,,,,,,,,
2010-05-21,201002,ARB,BANDU,1200,12.5,51.5,2.5,994.0,40,8.0,CS,,,,,,,,
2010-05-21,201002,ARB,BANDU,1500,12.5,51.5,2.5,994.0,40,8.0,CS,,,,,,,,
2010-05-21,201002,ARB,BANDU,1800,12.5,51.5,2.5,994.0,40,8.0,CS,,,,,,,,
2010-05-21,201002,ARB,BANDU,2100,12.5,51.0,2.5,994.0,40,8.0,CS,,,,,,,,
2010-05-22,201002,ARB,BANDU,0000,12.5,50.5,2.5,994.0,40,8.0,CS,,,,,,,,
2010-05-22,201002,ARB,BANDU,0300,12.5,50.5,2.5,994.0,40,8.0,CS,,,,,,,,
2010-05-22,201002,ARB,BANDU,0600,12.5,50.5,2.5,994.0,40,8.0,CS,,,,,,,,
2010-05-22,201002,ARB,BANDU,0900,12.5,50.0,2.5,996.0,35,7.0,CS,,,,,,,,
2010-05-22,201002,ARB,BANDU,1200,12.5,50.0,2.0,998.0,30,5.0,DD,,,,,,,,
2010-05-22,201002,ARB,BANDU,1800,12.5,50.0,1.5,1000.0,25,3.0,D,,,,,,,,
2010-05-31,201003,ARB,PHET,0600,15.0,64.0,1.5,1001.0,25,3.0,D,,,,,,,,
2010-05-31,201003,ARB,PHET,1200,15.5,63.5,1.5,1001.0,25,3.0,D,,,,,,,,
2010-05-31,201003,ARB,PHET,1800,15.5,63.5,1.5,999.0,25,4.0,D,,,,,,,,
2010-01-06,201003,ARB,PHET,0000,15.5,63.5,2.0,998.0,30,5.0,DD,,,,,,,,
2010-01-06,201003,ARB,PHET,0300,15.5,63.5,2.0,998.0,30,5.0,DD,,,,,,,,
2010-01-06,201003,ARB,PHET,0600,16.0,63.0,2.0,996.0,30,5.0,DD,,,,,,,,
2010-01-06,201003,ARB,PHET,0900,16.0,63.0,2.5,995.0,35,7.0,CS,,,,,,,,
2010-01-06,201003,ARB,PHET,1200,16.5,62.5,2.5,994.0,35,7.0,CS,,,,,,,,
2010-01-06,201003,ARB,PHET,1500,16.5,62.5,2.5,992.0,40,8.0,CS,,,,,,,,
2010-01-06,201003,ARB,PHET,1800,17.0,62.0,3,990.0,45,10.0,CS,,,,,,,,
2010-01-06,201003,ARB,PHET,2100,17.0,62.0,3,990.0,45,10.0,CS,,,,,,,,
2010-02-06,201003,ARB,PHET,0000,17.5,61.5,3.5,986.0,55,15.0,SCS,,,,,,,,
2010-02-06,201003,ARB,PHET,0300,17.5,61.0,3.5,984.0,60,18.0,SCS,,,,,,,,
2010-02-06,201003,ARB,PHET,0600,17.5,61.0,4,978.0,70,24.0,VSCS,,,,,,,,
2010-02-06,201003,ARB,PHET,0900,18.0,60.5,4.5,968.0,80,32.0,VSCS,,,,,,,,
2010-02-06,201003,ARB,PHET,1200,18.0,60.5,4.5,964.0,85,36.0,VSCS,,,,,,,,
2010-02-06,201003,ARB,PHET,1500,18.5,60.0,4.5,964.0,85,36.0,VSCS,,,,,,,,
2010-02-06,201003,ARB,PHET,1800,18.5,60.0,4.5,966.0,85,36.0,VSCS,,,,,,,,
2010-02-06,201003,ARB,PHET,2100,18.5,60.0,4.5,970.0,80,32.0,VSCS,,,,,,,,
2010-03-06,201003,ARB,PHET,0000,18.5,59.5,4,974.0,75,28.0,VSCS,,,,,,,,
2010-03-06,201003,ARB,PHET,0300,18.5,59.5,4,974.0,75,28.0,VSCS,,,,,,,,
2010-03-06,201003,ARB,PHET,0600,19.0,59.5,4,978.0,70,24.0,VSCS,,,,,,,,
2010-03-06,201003,ARB,PHET,0900,19.5,59.5,4,978.0,70,24.0,VSCS,,,,,,,,
2010-03-06,201003,ARB,PHET,1200,20.0,59.5,4,978.0,70,24.0,VSCS,,,,,,,,
2010-03-06,201003,ARB,PHET,1500,20.0,59.5,4,978.0,70,24.0,VSCS,,,,,,,,
2010-03-06,201003,ARB,PHET,1800,20.5,59.5,4,980.0,65,22.0,VSCS,,,,,,,,
2010-03-06,201003,ARB,PHET,2100,21.0,59.5,4,980.0,65,22.0,VSCS,,,,,,,,
2010-04-06,201003,ARB,PHET,0000,21.5,59.5,4,980.0,65,22.0,VSCS,,,,,,,,
2010-04-06,201003,ARB,PHET,0300,22.0,59.5,-,982.0,60,18.0,SCS,,,,,,,,
2010-04-06,201003,ARB,PHET,0600,22.0,59.5,-,984.0,60,18.0,SCS,,,,,,,,
2010-04-06,201003,ARB,PHET,0900,22.5,59.5,-,984.0,60,18.0,SCS,,,,,,,,
2010-04-06,201003,ARB,PHET,1200,23.0,59.5,3.5,984.0,60,18.0,SCS,,,,,,,,
2010-04-06,201003,ARB,PHET,1500,23.0,59.5,3.5,986.0,55,16.0,SCS,,,,,,,,
2010-04-06,201003,ARB,PHET,1800,23.0,59.5,3.5,988.0,55,14.0,SCS,,,,,,,,
2010-04-06,201003,ARB,PHET,2100,23.5,60.0,3.5,990.0,50,12.0,SCS,,,,,,,,
2010-05-06,201003,ARB,PHET,0000,24.0,60.5,3,990.0,45,10.0,CS,,,,,,,,
2010-05-06,201003,ARB,PHET,0300,24.5,61.0,2.5,992.0,40,8.0,CS,,,,,,,,
2010-05-06,201003,ARB,PHET,0600,24.5,61.0,2.5,992.0,40,8.0,CS,,,,,,,,
2010-05-06,201003,ARB,PHET,0900,24.5,61.0,2.5,992.0,40,8.0,CS,,,,,,,,
2010-05-06,201003,ARB,PHET,1200,24.5,61.5,2.5,992.0,40,8.0,CS,,,,,,,,
2010-05-06,201003,ARB,PHET,1500,24.5,62.0,2.5,994.0,35,7.0,CS,,,,,,,,
2010-05-06,201003,ARB,PHET,1800,24.5,62.5,2.0,994.0,30,5.0,DD,,,,,,,,
2010-05-06,201003,ARB,PHET,2100,24.5,63.0,2.0,994.0,30,5.0,DD,,,,,,,,
2010-06-06,201003,ARB,PHET,0000,24.5,64.0,2.0,994.0,30,5.0,DD,,,,,,,,
2010-06-06,201003,ARB,PHET,0300,24.5,65.0,1.5,994.0,25,4.0,D,,,,,,,,
2010-06-06,201003,ARB,PHET,0600,24.5,66.0,1.5,994.0,25,4.0,D,,,,,,,,
2010-06-06,201003,ARB,PHET,0900,24.5,66.5,1.5,994.0,25,4.0,D,,,,,,,,
2010-06-06,201003,ARB,PHET,1200,24.5,67.0,1.5,993.0,25,4.0,D,,,,,,,,
2010-06-06,201003,ARB,PHET,1500,25.0,68.0,-,993.0,25,4.0,D,,,,,,,,
2010-06-06,201003,ARB,PHET,1800,25.0,69.0,-,991.0,25,5.0,D,,,,,,,,
2010-07-06,201003,ARB,PHET,0000,26.5,71.0,-,993.0,25,5.0,D,,,,,,,,
2010-07-06,201003,ARB,PHET,0300,26.5,71.5,-,993.0,25,5.0,D,,,,,,,,
2010-07-06,201003,ARB,PHET,0600,26.5,72.5,-,995.0,20,3.0,D,,,,,,,,
2011-06-11,201102,AS,--,1200,20.0,71.5,1.5,996.0,25.0,4.0,D,,,,,,,,
2011-06-11,201102,AS,--,1800,20.0,71.5,1.5,996.0,25.0,4.0,D,,,,,,,,
2011-06-12,201102,AS,--,0000,21.0,70.5,--,996.0,25.0,4.0,D,,,,,,,,
2011-06-12,201102,AS,--,0300,21.0,70.5,--,996.0,20.0,3.0,D,,,,,,,,
2011-06-12,201102,AS,--,0600,21.0,70.5,--,996.0,20.0,3.0,D,,,,,,,,
2011-10-29,201107,AS,KEILA,0600,13.0,62.0,1.5,1004.0,25.0,3.0,D,,,,,,,,
2011-10-29,201107,AS,KEILA,1200,13.0,61.0,1.5,1004.0,25.0,3.0,D,,,,,,,,
2011-10-29,201107,AS,KEILA,1800,13.0,61.0,1.5,1004.0,25.0,3.0,D,,,,,,,,
2011-10-29,201107,AS,KEILA,0000,13.0,60.5,1.5,1004.0,25.0,3.0,D,,,,,,,,
2011-10-30,201107,AS,KEILA,0300,13.0,60.0,1.5,1004.0,25.0,3.0,D,,,,,,,,
2011-10-30,201107,AS,KEILA,0600,13.0,60.0,1.5,1002.0,25.0,3.0,D,,,,,,,,
2011-10-30,201107,AS,KEILA,1200,13.5,59.5,1.5,1002.0,25.0,3.0,D,,,,,,,,
2011-10-30,201107,AS,KEILA,1800,14.0,59.0,1.5,1002.0,25.0,3.0,D,,,,,,,,
2011-10-31,201107,AS,KEILA,0000,14.5,59.0,1.5,1002.0,25.0,3.0,D,,,,,,,,
2011-10-31,201107,AS,KEILA,0300,15.0,58.5,1.5,1000.0,25.0,3.0,D,,,,,,,,
2011-10-31,201107,AS,KEILA,0600,16.0,57.0,1.5,1000.0,25.0,3.0,D,,,,,,,,
2011-10-31,201107,AS,KEILA,1200,16.0,57.5,1.5,1000.0,25.0,3.0,D,,,,,,,,
2011-10-31,201107,AS,KEILA,1800,16.0,57.0,1.5,1000.0,25.0,3.0,D,,,,,,,,
2011-11-01,201107,AS,KEILA,0000,16.0,56.5,1.5,1000.0,25.0,3.0,D,,,,,,,,
2011-11-01,201107,AS,KEILA,0300,16.0,56.0,2.0,1000.0,30.0,4.0,DD,,,,,,,,
2011-11-01,201107,AS,KEILA,0600,16.0,56.0,2.0,1000.0,30.0,4.0,DD,,,,,,,,
2011-11-01,201107,AS,KEILA,1200,16.0,55.5,2.0,1000.0,30.0,4.0,DD,,,,,,,,
2011-11-01,201107,AS,KEILA,1800,16.0,55.5,2.0,1000.0,30.0,5.0,DD,,,,,,,,
2011-11-02,201107,AS,KEILA,0000,16.0,55.3,2.0,1000.0,30.0,5.0,DD,,,,,,,,
2011-11-02,201107,AS,KEILA,0300,16.0,55.0,2.5,998.0,35.0,7.0,CS,,,,,,,,
2011-11-02,201107,AS,KEILA,0600,16.0,54.5,2.5,996.0,35.0,7.0,CS,,,,,,,,
2011-11-02,201107,AS,KEILA,0900,16.0,54.5,2.5,996.0,35.0,7.0,CS,,,,,,,,
2011-11-02,201107,AS,KEILA,1200,16.5,54.5,2.5,996.0,35.0,7.0,CS,,,,,,,,
2011-11-02,201107,AS,KEILA,1500,16.8,54.3,2.5,996.0,35.0,6.0,CS,,,,,,,,
2011-11-02,201107,AS,KEILA,1800,17.1,54.2,2.0,1000.0,30.0,5.0,DD,,,,,,,,
2011-11-03,201107,AS,KEILA,0000,17.1,54.2,2.0,1000.0,30.0,5.0,DD,,,,,,,,
2011-11-03,201107,AS,KEILA,0300,17.1,54.2,2.0,1000.0,30.0,4.0,DD,,,,,,,,
2011-11-03,201107,AS,KEILA,0600,17.1,54.2,2.0,1000.0,30.0,4.0,DD,,,,,,,,
2011-11-03,201107,AS,KEILA,1200,17.0,54.5,2.0,1000.0,30.0,4.0,DD,,,,,,,,
2011-11-03,201107,AS,KEILA,1800,17.0,54.8,2.0,1001.0,30.0,4.0,DD,,,,,,,,
2011-11-04,201107,AS,KEILA,0000,17.0,55.0,2.0,1001.0,30.0,4.0,DD,,,,,,,,
2011-11-04,201107,AS,KEILA,0300,16.5,55.0,1.5,1002.0,25.0,3.0,D,,,,,,,,
2011-11-06,201108,AS,--,0600,10.5,65.5,1.5,1004.0,25.0,3.0,D,,,,,,,,
2011-11-06,201108,AS,--,1200,10.5,65.5,1.5,1004.0,25.0,3.0,D,,,,,,,,
2011-11-06,201108,AS,--,1800,11.0,64.5,1.5,1004.0,25.0,3.0,D,,,,,,,,
2011-11-06,201108,AS,--,0000,11.5,64.0,1.5,1002.0,25.0,3.0,D,,,,,,,,
2011-11-06,201108,AS,--,0300,11.5,63.5,1.5,1002.0,25.0,3.0,D,,,,,,,,
2011-11-06,201108,AS,--,0600,12.5,62.0,1.5,1002.0,25.0,3.0,D,,,,,,,,
2011-11-06,201108,AS,--,1200,13.5,60.5,1.5,1002.0,25.0,3.0,D,,,,,,,,
2011-11-06,201108,AS,--,1800,13.5,60.5,1.5,1002.0,25.0,3.0,D,,,,,,,,
2011-11-08,201108,AS,--,0000,13.5,60.0,1.5,1002.0,25.0,3.0,D,,,,,,,,
2011-11-08,201108,AS,--,0300,13.5,60.0,2,1000.0,30.0,4.0,DD,,,,,,,,
2011-11-08,201108,AS,--,0600,13.7,59.5,2,1000.0,30.0,4.0,DD,,,,,,,,
2011-11-08,201108,AS,--,1200,14.0,59.0,2,1000.0,30.0,4.0,DD,,,,,,,,
2011-11-08,201108,AS,--,1800,14.5,58.5,2,1000.0,30.0,4.0,DD,,,,,,,,
2011-11-09,201108,AS,--,0000,15.0,58.5,2,1000.0,30.0,4.0,DD,,,,,,,,
2011-11-09,201108,AS,--,0300,15.0,58.5,2,1000.0,30.0,4.0,DD,,,,,,,,
